Unnamed: 0,reviewId,content,cleaned_content,typo_fixed,no_stopwords,stemmed,predicted_sentiment
538,9c6ccd25-4543-45c7-9b90-738de92da29a,"Biasanya selalu pakai biometrik langsung bisa masuk M-banking nya, tapi kok tiba2 sja tidak bisa ya? malah harus pasword lagi? ada apa dengan aplikasi ini? eror kah?",biasanya selalu pakai biometrik langsung bisa masuk mbanking nya tapi kok tiba sja tidak bisa ya malah harus pasword lagi ada apa dengan aplikasi ini eror kah,biasanya selalu pakai biometrik langsung bisa masuk mbanking nya tapi kok tiba sja tidak bisa iya bahkan harus pasword lagi ada apa dengan aplikasi ini error kah,biasanya selalu pakai biometrik langsung masuk mbanking nya kok tiba sja bisa iya bahkan pasword ada apa aplikasi error,biasa selalu pakai biometrik langsung masuk mbanking nya kok tiba sja bisa iya bahkan pasword ada apa aplikasi error,negative
540,44f13966-9e62-424d-a2dd-62ca185ba909,tidak dapat verifikasi muka sudah kedip mata masih tidak bisa dan sinyal bagus dan saya memakai wifi tetapi tidak bisa verifikasi muka tolong gimana ini,tidak dapat verifikasi muka sudah kedip mata masih tidak bisa dan sinyal bagus dan saya memakai wifi tetapi tidak bisa verifikasi muka tolong gimana ini,tidak dapat verifikasi muka sudah kedip mata masih tidak bisa dan sinyal bagus dan saya memakai wifi tetapi tidak bisa verifikasi muka tolong bagaimana ini,dapat verifikasi muka kedip mata tidak sinyal bagus dan saya memakai wifi tidak verifikasi muka bagaimana,dapat verifikasi muka kedip mata tidak sinyal bagus dan saya pakai wifi tidak verifikasi muka bagaimana,negative
541,0ee9e694-3b92-4be2-b3f7-209f6032f06a,"verifikasi mata kedip susah banget ngga bisa2 gagal Mulu, cahanya udah di terik matahari tidak memakai aksesoris apapun tetap aja ngga bisa",verifikasi mata kedip susah banget ngga bisa gagal mulu cahanya udah di terik matahari tidak memakai aksesoris apapun tetap aja ngga bisa,verifikasi mata kedip susah banget tidak bisa gagal melulu cahanya sudah di terik matahari tidak memakai aksesoris apapun tetap saja tidak bisa,verifikasi mata kedip susah banget gagal melulu cahanya di terik matahari memakai aksesoris apapun tetap tidak bisa,verifikasi mata kedip susah banget gagal melulu cahanya di terik matahari pakai aksesoris apa tetap tidak bisa,negative
542,7fba7281-03c0-4029-a9b8-71ea3e02a00d,"force close saat login biometrik... sampai sekarang blm masih gitu aja...segera update mendingan...saya jadi verifikasi ulang lagi, parahnya verifikasi wajah saat kedip, ngk mau Mulu...payah nih aplikasi..",force close saat login biometrik sampai sekarang blm masih gitu ajasegera update mendingansaya jadi verifikasi ulang lagi parahnya verifikasi wajah saat kedip ngk mau mulupayah nih aplikasi,force close saat login biometrik sampai sekarang belum masih gitu ajasegera update mendingansaya jadi verifikasi ulang lagi parahnya verifikasi wajah saat kedip ngk mau mulupayah ini aplikasi,force close login biometrik sekarang masih gitu ajasegera update mendingansaya jadi verifikasi ulang parahnya verifikasi wajah kedip ngk mau mulupayah aplikasi,force close login biometrik sekarang masih gitu ajasegera update mendingansaya jadi verifikasi ulang parah verifikasi wajah kedip ngk mau mulupayah aplikasi,negative
543,a377a844-3fac-4a17-8976-7d880be806e2,"sudah menggunakan beberapa bulan ini ,namun beberapa hari kemarin tiba-tiba keluar sendiri dari aplikasi ,harus verifikasi wajah dan sudah mencoba beberapa hari namun gagal terus",sudah menggunakan beberapa bulan ini namun beberapa hari kemarin tibatiba keluar sendiri dari aplikasi harus verifikasi wajah dan sudah mencoba beberapa hari namun gagal terus,sudah menggunakan beberapa bulan ini namun beberapa hari kemarin tibatiba keluar sendiri dari aplikasi harus verifikasi wajah dan sudah mencoba beberapa hari namun gagal terus,menggunakan beberapa bulan beberapa hari kemarin tibatiba keluar sendiri aplikasi verifikasi wajah sudah mencoba beberapa hari namun gagal terus,guna beberapa bulan beberapa hari kemarin tibatiba keluar sendiri aplikasi verifikasi wajah sudah coba beberapa hari namun gagal terus,negative
544,b0142689-7a08-4878-8e71-d738c15eed92,"maav knp suka lama bgt buka nya yaa.. lebih cepet pake m.banking,,, tapi emank pas transaksi lebih cepet.. tapi tolong donk pas mau buka jgn lama2... klo buat buru2 jadinya kesel 😅",maav knp suka lama bgt buka nya yaa lebih cepet pake mbanking tapi emank pas transaksi lebih cepet tapi tolong donk pas mau buka jgn lama klo buat buru jadinya kesel,maav kenapa suka lama banget buka nya yaa lebih cepat pakai mbanking tapi emank pas transaksi lebih cepat tapi tolong donk pas mau buka jangan lama kalau buat buru jadinya kesel,maav suka lama banget buka nya yaa lebih cepat pakai mbanking emank pas transaksi lebih cepat tolong donk pas mau buka jangan lama kalau buat buru jadinya kesel,maav suka lama banget buka nya yaa lebih cepat pakai mbanking emank pas transaksi lebih cepat tolong donk pas mau buka jangan lama kalau buat buru jadi kesel,negative
545,b3341555-da82-4627-b1f6-cca7c66b95e5,"mau ngambil uang pake mobile banking aja harus pke kode SMS otp, tapi kodenya gak masuk, parah. trus baru nyoba pake kartu, ehh malah keblokir karena pin salah, padahal sudah sesuai dengan yang ada di suratnya 🤦🏻",mau ngambil uang pake mobile banking aja harus pke kode sms otp tapi kodenya gak masuk parah trus baru nyoba pake kartu ehh malah keblokir karena pin salah padahal sudah sesuai dengan yang ada di suratnya,mau mengambil uang pakai mobile banking saja harus pakai kode sms otp tapi kodenya gak masuk parah terus baru nyoba pakai kartu ehh bahkan keblokir karena pin salah padahal sudah sesuai dengan yang ada di suratnya,mau mengambil uang pakai mobile banking harus pakai kode sms otp kodenya gak masuk parah terus baru nyoba pakai kartu ehh bahkan keblokir pin salah padahal sesuai yang di suratnya,mau ambil uang pakai mobile banking harus pakai kode sms otp kode gak masuk parah terus baru nyoba pakai kartu ehh bahkan blokir pin salah padahal sesuai yang di surat,negative
546,c5e1c570-8d69-4804-8907-ef98866a2bb9,"Tolong aplikasinya diperbaiki, saya mau transfer gak bisa, katanya ada perbaikan terus, sampai saat ini saya masih belum bisa transfer.",tolong aplikasinya diperbaiki saya mau transfer gak bisa katanya ada perbaikan terus sampai saat ini saya masih belum bisa transfer,tolong aplikasinya diperbaiki saya mau transfer gak bisa katanya ada perbaikan terus sampai saat ini saya masih belum bisa transfer,aplikasinya diperbaiki mau transfer gak katanya perbaikan terus saat saya belum transfer,aplikasi baik mau transfer gak kata baik terus saat saya belum transfer,negative
547,f5a72b91-5bc2-42cc-90c5-3c26ac2ba8fc,"ini kenapa aplikasinya tidak bisa dibuka, tolong pihak developer segera perbaiki. kami tidak bisa transaksi kalau begini. jadi tolong segera diperbaiki. terimakasih",ini kenapa aplikasinya tidak bisa dibuka tolong pihak developer segera perbaiki kami tidak bisa transaksi kalau begini jadi tolong segera diperbaiki terimakasih,ini kenapa aplikasinya tidak bisa dibuka tolong pihak developer segera perbaiki kami tidak bisa transaksi kalau begini jadi tolong segera diperbaiki terimakasih,kenapa aplikasinya dibuka pihak developer segera perbaiki tidak bisa transaksi kalau begini jadi segera diperbaiki terimakasih,kenapa aplikasi buka pihak developer segera baik tidak bisa transaksi kalau begini jadi segera baik terimakasih,negative
548,df983b4a-8a5a-4bee-9a10-fbe5fb89b1db,"ini kenapa g bisa di buka sih, sllu respon nya tim kami lgi perbaiki, padahal butuh buru2..mana gak ada ATM BNI dsni.. kmrn pake BNI mobil malah lancar, ini lemot bgt stlh update..",ini kenapa g bisa di buka sih sllu respon nya tim kami lgi perbaiki padahal butuh burumana gak ada atm bni dsni kmrn pake bni mobil malah lancar ini lemot bgt stlh update,ini kenapa tidak bisa di buka sih sllu respon nya tim kami lagi perbaiki padahal butuh burumana gak ada atm bni dsni kemarin pakai bni mobil bahkan lancar ini lambat banget setelah update,kenapa bisa buka sih sllu respon nya tim lagi perbaiki padahal butuh burumana gak atm bni dsni kemarin pakai bni mobil bahkan lancar lambat banget update,kenapa bisa buka sih sllu respon nya tim lagi baik padahal butuh burumana gak atm bni dsni kemarin pakai bni mobil bahkan lancar lambat banget update,negative
549,77d6a06c-e10c-4d62-a17c-09c8b6e3f978,"Semenjak Pakai Wonder wonder woman jahannam ni smua susah ... baru 4-5 Kali transaksi tiba"" langsung Verifikasi sedikit"" verifikasi tah apa yang di verifikasi teruz tiba"" minta nomer debit lah nomer kartu kredit lah ohh aplikasi jahannam pihak BNI kalo mau kerjasama mending cari aplikasi yg Kuat & besar kapasitas nya BNI mobile banking dulu sudah bagus knapa Harus ganti Aplikasi jahannam Ini sampah semua aplikasi ini Isi nya kita walk out saja lagi dari BAnk BNI bujang ne mnyusah kan",semenjak pakai wonder wonder woman jahannam ni smua susah baru kali transaksi tiba langsung verifikasi sedikit verifikasi tah apa yang di verifikasi teruz tiba minta nomer debit lah nomer kartu kredit lah ohh aplikasi jahannam pihak bni kalo mau kerjasama mending cari aplikasi yg kuat besar kapasitas nya bni mobile banking dulu sudah bagus knapa harus ganti aplikasi jahannam ini sampah semua aplikasi ini isi nya kita walk out saja lagi dari bank bni bujang ne mnyusah kan,semenjak pakai wonder wonder woman jahannam ini smua susah baru kali transaksi tiba langsung verifikasi sedikit verifikasi tah apa yang di verifikasi teruz tiba minta nomer debit lah nomer kartu kredit lah ohh aplikasi jahannam pihak bni kalau mau kerjasama lebih baik cari aplikasi yang kuat besar kapasitas nya bni mobile banking dulu sudah bagus knapa harus ganti aplikasi jahannam ini sampah semua aplikasi ini isi nya kita walk out saja lagi dari bank bni bujang ini mnyusah kan,semenjak pakai wonder wonder woman jahannam smua susah baru kali transaksi tiba langsung verifikasi sedikit verifikasi tah apa di verifikasi teruz tiba minta nomer debit lah nomer kartu kredit lah ohh aplikasi jahannam pihak bni kalau mau kerjasama lebih baik cari aplikasi kuat besar kapasitas nya bni mobile banking dulu bagus knapa ganti aplikasi jahannam sampah semua aplikasi isi nya walk out lagi bank bni bujang mnyusah kan,semenjak pakai wonder wonder woman jahannam smua susah baru kali transaksi tiba langsung verifikasi sedikit verifikasi tah apa di verifikasi teruz tiba minta nomer debit lah nomer kartu kredit lah ohh aplikasi jahannam pihak bni kalau mau kerjasama lebih baik cari aplikasi kuat besar kapasitas nya bni mobile banking dulu bagus knapa ganti aplikasi jahannam sampah semua aplikasi isi nya walk out lagi bank bni bujang mnyusah kan,negative
550,306272fa-7c59-4baa-bfa0-3089f8c9648e,"aplikasi tidak berjalan dengan baik, saya pengguna baru mau buka rekening tapi setelah poto KTP langsung keluar dari aplikasi, sampai sekarang masih begitu. Tolong solusinya",aplikasi tidak berjalan dengan baik saya pengguna baru mau buka rekening tapi setelah poto ktp langsung keluar dari aplikasi sampai sekarang masih begitu tolong solusinya,aplikasi tidak berjalan dengan baik saya pengguna baru mau buka rekening tapi setelah poto ktp langsung keluar dari aplikasi sampai sekarang masih begitu tolong solusinya,aplikasi berjalan baik pengguna baru mau buka rekening setelah poto ktp langsung keluar aplikasi sekarang begitu solusinya,aplikasi jalan baik guna baru mau buka rekening telah poto ktp langsung keluar aplikasi sekarang begitu solusi,negative
551,d9264c7f-c618-4bed-8570-fd061e5dfff5,"saya baru buka wondr pagi tadi min tapi rekening saya tiba² hilang dan cuma hanya menu tabungan baru,itu masi bisa di akses tidak ketika saya konsul ke bank?apa bener2 hilang?",saya baru buka wondr pagi tadi min tapi rekening saya tiba hilang dan cuma hanya menu tabungan baruitu masi bisa di akses tidak ketika saya konsul ke bankapa bener hilang,saya baru buka wondr pagi tadi min tapi rekening saya tiba hilang dan cuma hanya menu tabungan baruitu masi bisa di akses tidak ketika saya konsul ke bankapa benar hilang,baru buka wondr pagi tadi min rekening tiba hilang cuma menu tabungan baruitu masi di akses ketika konsul bankapa benar hilang,baru buka wondr pagi tadi min rekening tiba hilang cuma menu tabung baruitu mas di akses ketika konsul bankapa benar hilang,neutral
552,ce16e7c9-ac4a-4cad-9af0-f17e468e2c78,Tolong ya kalau pake jaringan telkomsel leletnya setengah mati. Masa iya harus pake wifi buat transfer dan login. Terlalu lama loading,tolong ya kalau pake jaringan telkomsel leletnya setengah mati masa iya harus pake wifi buat transfer dan login terlalu lama loading,tolong iya kalau pakai jaringan telkomsel leletnya setengah mati masa iya harus pakai wifi buat transfer dan login terlalu lama loading,iya kalau pakai jaringan telkomsel leletnya setengah mati masa iya pakai wifi buat transfer login terlalu lama loading,iya kalau pakai jaring telkomsel lelet tengah mati masa iya pakai wifi buat transfer login terlalu lama loading,negative
553,631b7dd2-2abf-4260-b7cc-caca355248c5,transaksi gagal tapi kenapa saldo nya berkurang . padahal nomer rekening tujuan nya udah sesuai dengan nama pemilik . tolong segera di perbaiki,transaksi gagal tapi kenapa saldo nya berkurang padahal nomer rekening tujuan nya udah sesuai dengan nama pemilik tolong segera di perbaiki,transaksi gagal tapi kenapa saldo nya berkurang padahal nomer rekening tujuan nya sudah sesuai dengan nama pemilik tolong segera di perbaiki,transaksi gagal kenapa saldo nya berkurang padahal nomer rekening tujuan nya sesuai nama pemilik segera perbaiki,transaksi gagal kenapa saldo nya kurang padahal nomer rekening tuju nya sesuai nama milik segera baik,negative
554,e7119b0a-3dd3-4ce6-b6d6-60f522acfac5,"kenapa yah aplikasi wondr saya tidak bisa di buka, saat di buka ada notifikasi sistem wondr lagi ada masalah. sudah seminggu ini tetap begitu. tolong perbaiki dong ini gimana wondr",kenapa yah aplikasi wondr saya tidak bisa di buka saat di buka ada notifikasi sistem wondr lagi ada masalah sudah seminggu ini tetap begitu tolong perbaiki dong ini gimana wondr,kenapa yah aplikasi wondr saya tidak bisa di buka saat di buka ada notifikasi sistem wondr lagi ada masalah sudah seminggu ini tetap begitu tolong perbaiki dong ini bagaimana wondr,yah aplikasi wondr tidak di buka di buka notifikasi sistem wondr ada masalah seminggu tetap tolong perbaiki dong bagaimana wondr,yah aplikasi wondr tidak di buka di buka notifikasi sistem wondr ada masalah minggu tetap tolong baik dong bagaimana wondr,negative
555,4757d017-394d-4324-a68d-c7747ddfb8c6,"Mohon diperbaiki untuk top up Dana kenapa tidak bisa lebih dari 2jt, Sedangkan di app bank lain bisa. Ayo tim BNI kamu bisa",mohon diperbaiki untuk top up dana kenapa tidak bisa lebih dari jt sedangkan di app bank lain bisa ayo tim bni kamu bisa,mohon diperbaiki untuk top up dana kenapa tidak bisa lebih dari jt sedangkan di app bank lain bisa ayo tim bni kamu bisa,mohon diperbaiki top up dana tidak lebih jt di app bank ayo tim bni kamu bisa,mohon baik top up dana tidak lebih jt di app bank ayo tim bni kamu bisa,neutral
556,cad10cfa-10eb-4a26-bde7-7cf7cdcd2880,kenapa iya sangat susah mempebrikasi wajah di wonder by bni ini. padahalkan waktu mendaptar sudah di preblikasi wajah. seharusnya gampang masuklah udah terdaftar di aplikasi bni,kenapa iya sangat susah mempebrikasi wajah di wonder by bni ini padahalkan waktu mendaptar sudah di preblikasi wajah seharusnya gampang masuklah udah terdaftar di aplikasi bni,kenapa iya sangat susah mempebrikasi wajah di wonder by bni ini padahalkan waktu mendaptar sudah di preblikasi wajah seharusnya gampang masuklah sudah terdaftar di aplikasi bni,iya sangat susah mempebrikasi wajah wonder by bni padahalkan waktu mendaptar preblikasi wajah gampang masuklah terdaftar di aplikasi bni,iya sangat susah mempebrikasi wajah wonder by bni padahal waktu mendaptar preblikasi wajah gampang masuk daftar di aplikasi bni,negative
557,05c3abe3-39c0-4e21-8615-bb09f8a98a8c,saya punya kartu cc bni. apakah kalau mau pakai wonder harus bikin rekening tabungan BNInya? masalahnya saya tidak mau buka rekeningnya. hanya mau pakai kartu kreditnya saja.,saya punya kartu cc bni apakah kalau mau pakai wonder harus bikin rekening tabungan bninya masalahnya saya tidak mau buka rekeningnya hanya mau pakai kartu kreditnya saja,saya punya kartu cc bni apakah kalau mau pakai wonder harus bikin rekening tabungan bninya masalahnya saya tidak mau buka rekeningnya hanya mau pakai kartu kreditnya saja,punya kartu cc bni kalau mau pakai wonder bikin rekening tabungan bninya masalahnya tidak mau buka rekeningnya mau pakai kartu kreditnya,punya kartu cc bni kalau mau pakai wonder bikin rekening tabung bninya masalah tidak mau buka rekening mau pakai kartu kredit,neutral
558,7d3a0a93-8c5a-4022-8177-8ec24bc4f167,"mau registrasi aja susah nya bukan main, untuk pindai wajah sampe sekarang tidak berhasil, sudah pergi ke kantor cabang tapi petugasnya sendiri juga tidak bisa, untuk kedepannya berhenti saya untuk memakai BNI lebih memilih banking lain karena tidak seribet BNI",mau registrasi aja susah nya bukan main untuk pindai wajah sampe sekarang tidak berhasil sudah pergi ke kantor cabang tapi petugasnya sendiri juga tidak bisa untuk kedepannya berhenti saya untuk memakai bni lebih memilih banking lain karena tidak seribet bni,mau registrasi saja susah nya bukan main untuk pindai wajah sampai sekarang tidak berhasil sudah pergi ke kantor cabang tapi petugasnya sendiri juga tidak bisa untuk kedepannya berhenti saya untuk memakai bni lebih memilih banking lain karena tidak seribet bni,mau registrasi susah nya bukan main pindai wajah sekarang berhasil pergi kantor cabang petugasnya sendiri untuk kedepannya berhenti untuk memakai bni lebih memilih banking karena tidak seribet bni,mau registrasi susah nya bukan main pindai wajah sekarang hasil pergi kantor cabang tugas sendiri untuk depan henti untuk pakai bni lebih pilih banking karena tidak seribet bni,negative
559,ddc2f9b2-2901-4edf-953f-d2f2949b04b4,"Aplikasi nya jadi lemot, baru buka aja lama bener apalagi mau transaksi padahal sinyal kenceng wifi juga kenceng. Tolong kalau mau ngeluarin update di tes dulu, jangan pengguna disuruh update tapi kualitas aplikasi nya payah. Tolong diperbaiki lah jangan kayak gini kan jd susah mau transaksi",aplikasi nya jadi lemot baru buka aja lama bener apalagi mau transaksi padahal sinyal kenceng wifi juga kenceng tolong kalau mau ngeluarin update di tes dulu jangan pengguna disuruh update tapi kualitas aplikasi nya payah tolong diperbaiki lah jangan kayak gini kan jd susah mau transaksi,aplikasi nya jadi lambat baru buka saja lama benar apalagi mau transaksi padahal sinyal kenceng wifi juga kenceng tolong kalau mau ngeluarin update di tes dulu jangan pengguna disuruh update tapi kualitas aplikasi nya payah tolong diperbaiki lah jangan kayak gini kan jadi susah mau transaksi,aplikasi nya jadi lambat baru buka lama benar mau transaksi padahal sinyal kenceng wifi kenceng kalau mau ngeluarin update tes dulu jangan pengguna disuruh update kualitas aplikasi nya payah diperbaiki lah jangan kayak gini kan jadi susah mau transaksi,aplikasi nya jadi lambat baru buka lama benar mau transaksi padahal sinyal kenceng wifi kenceng kalau mau ngeluarin update tes dulu jangan guna suruh update kualitas aplikasi nya payah baik lah jangan kayak gin kan jadi susah mau transaksi,negative
560,69be76fc-4d8b-43b8-b60c-0b9bf39085ce,"aplikasi nya bagus, tp kenapa ya ngga bisa pake biometrik. setiap mau diaktifkan biometriknya selalu ada tulisan aplikasi telah berhenti",aplikasi nya bagus tp kenapa ya ngga bisa pake biometrik setiap mau diaktifkan biometriknya selalu ada tulisan aplikasi telah berhenti,aplikasi nya bagus tapi kenapa iya tidak bisa pakai biometrik setiap mau diaktifkan biometriknya selalu ada tulisan aplikasi telah berhenti,aplikasi nya bagus kenapa iya bisa pakai biometrik mau diaktifkan biometriknya selalu tulisan aplikasi berhenti,aplikasi nya bagus kenapa iya bisa pakai biometrik mau aktif biometriknya selalu tulis aplikasi henti,negative
561,a367d64e-4140-42c4-869e-f22f99215b32,"Banyak kendala, sekarang mau top up ke ewalet susah, gagal terus nggak bisa buat transfer apa top up ewalet,,",banyak kendala sekarang mau top up ke ewalet susah gagal terus nggak bisa buat transfer apa top up ewalet,banyak kendala sekarang mau top up ke ewalet susah gagal terus tidak bisa buat transfer apa top up ewalet,banyak kendala sekarang mau top up ewalet susah gagal terus bisa buat transfer apa top up ewalet,banyak kendala sekarang mau top up ewalet susah gagal terus bisa buat transfer apa top up ewalet,negative
562,effa0953-c99b-4347-9d9c-3f335a95705d,"tolong dong di perbaiki masalah scan QR nya, suka eror kalo mau scan barcode tolong di perbaiki lagi sumpah penting banget ini",tolong dong di perbaiki masalah scan qr nya suka eror kalo mau scan barcode tolong di perbaiki lagi sumpah penting banget ini,tolong dong di perbaiki masalah scan qr nya suka error kalau mau scan barcode tolong di perbaiki lagi sumpah penting banget ini,dong perbaiki masalah scan qr nya suka error kalau mau scan barcode di perbaiki sumpah penting banget,dong baik masalah scan qr nya suka error kalau mau scan barcode di baik sumpah penting banget,negative
563,968bd006-9ba5-41fc-91d9-8977aca0f398,"hallo developer....saya sudah pakai apk wonder 3bln lebih,tiba tiba hari ini saya tidak bisa login ,lalu di minta ganti password sudah berhasil tetapi masih gak bisa login",hallo developersaya sudah pakai apk wonder bln lebihtiba tiba hari ini saya tidak bisa login lalu di minta ganti password sudah berhasil tetapi masih gak bisa login,hallo developersaya sudah pakai apk wonder bulan lebihtiba tiba hari ini saya tidak bisa login lalu di minta ganti password sudah berhasil tetapi masih gak bisa login,hallo developersaya pakai apk wonder bulan lebihtiba tiba hari saya login lalu minta ganti password berhasil masih gak bisa login,hallo developersaya pakai apk wonder bulan lebihtiba tiba hari saya login lalu minta ganti password hasil masih gak bisa login,neutral
564,c40ca8d0-886a-4ec1-9def-87979a894475,ini apk wondr sulit banget sih untuk verifikasi! untuk foto wajah pada saat berkedip sangat susah padahal sudah sesuai arahan tdak ada blackligh,ini apk wondr sulit banget sih untuk verifikasi untuk foto wajah pada saat berkedip sangat susah padahal sudah sesuai arahan tdak ada blackligh,ini apk wondr sulit banget sih untuk verifikasi untuk foto wajah pada saat berkedip sangat susah padahal sudah sesuai arahan tdak ada blackligh,apk wondr sulit banget sih verifikasi foto wajah saat berkedip sangat susah padahal sesuai arahan tdak blackligh,apk wondr sulit banget sih verifikasi foto wajah saat kedip sangat susah padahal sesuai arah tdak blackligh,negative
565,f08f4de9-dbbf-4130-bd4e-ca2a0d678e5b,"sudah ada vitur mobile tunai untuk tarik tunai atau setor tunai, tetapi kenapa jaman sudah canggih koq OTP lewat SMS dan ada biaya sms. semakin buruk wondr ini lebih baik BNI mobile banking yg dulu",sudah ada vitur mobile tunai untuk tarik tunai atau setor tunai tetapi kenapa jaman sudah canggih koq otp lewat sms dan ada biaya sms semakin buruk wondr ini lebih baik bni mobile banking yg dulu,sudah ada vitur mobile tunai untuk tarik tunai atau setor tunai tetapi kenapa jaman sudah canggih kok otp lewat sms dan ada biaya sms semakin buruk wondr ini lebih baik bni mobile banking yang dulu,ada vitur mobile tunai tarik tunai setor tunai kenapa jaman canggih kok otp lewat sms ada biaya sms semakin buruk wondr lebih baik bni mobile banking dulu,ada vitur mobile tunai tarik tunai setor tunai kenapa jaman canggih kok otp lewat sms ada biaya sms makin buruk wondr lebih baik bni mobile banking dulu,negative
566,1b970227-f9ba-435a-8d8c-6544b57a9797,saya melakukan transaksi top up dari 4 september sampai sekarang dalam proses trus.. saya udah lapor dan hari ini udah maksimal estimasi 5 hari kerja.. tapi uang saya belum juga kembali,saya melakukan transaksi top up dari september sampai sekarang dalam proses trus saya udah lapor dan hari ini udah maksimal estimasi hari kerja tapi uang saya belum juga kembali,saya melakukan transaksi top up dari september sampai sekarang dalam proses terus saya sudah lapor dan hari ini sudah maksimal estimasi hari kerja tapi uang saya belum juga kembali,melakukan transaksi top up september sekarang proses terus sudah lapor hari sudah maksimal estimasi hari kerja uang belum kembali,laku transaksi top up september sekarang proses terus sudah lapor hari sudah maksimal estimasi hari kerja uang belum kembali,negative
569,6fa608e4-c0d1-41f2-9801-6974d7933f91,"E-Wallet gak fungsi, saya mau top-up Shopee gak bisa, katanya fiturnya masih dalam perbaikan tolong segera di perbaiki tolong, segera...",ewallet gak fungsi saya mau topup shopee gak bisa katanya fiturnya masih dalam perbaikan tolong segera di perbaiki tolong segera,ewallet gak fungsi saya mau topup shopee gak bisa katanya fiturnya masih dalam perbaikan tolong segera di perbaiki tolong segera,ewallet gak fungsi mau topup shopee gak katanya fiturnya dalam perbaikan segera perbaiki segera,ewallet gak fungsi mau topup shopee gak kata fiturnya dalam baik segera baik segera,negative
570,ba4a9d46-8a92-4f79-998d-9c7962e78b48,"mau daftar baru buka rekening baru karna blum pernah pake BNI .....ko diminta privikasi kredit/atm ..??? saya belum pernah pake BNI dan blum pernah punya rekening BNI, ini baru mau pake...nga jls",mau daftar baru buka rekening baru karna blum pernah pake bni ko diminta privikasi kreditatm saya belum pernah pake bni dan blum pernah punya rekening bni ini baru mau pakenga jls,mau daftar baru buka rekening baru karena belum pernah pakai bni ko diminta privikasi kreditatm saya belum pernah pakai bni dan belum pernah punya rekening bni ini baru mau pakenga jls,mau daftar baru buka rekening baru belum pernah pakai bni ko diminta privikasi kreditatm belum pernah pakai bni belum pernah punya rekening bni baru mau pakenga jls,mau daftar baru buka rekening baru belum pernah pakai bni ko minta privikasi kreditatm belum pernah pakai bni belum pernah punya rekening bni baru mau pakenga jls,neutral
571,8dab34ed-a906-494f-b0cf-ca349b237647,"ni aplikasi dikit2 kendala, sy mau verifikasi wajah aja baru proses kendala, sy coba lagi dpt notif terlalu banyak mencoba... woiii yg terkendala sistem broo..",ni aplikasi dikit kendala sy mau verifikasi wajah aja baru proses kendala sy coba lagi dpt notif terlalu banyak mencoba woiii yg terkendala sistem broo,ini aplikasi dikit kendala saya mau verifikasi wajah saja baru proses kendala saya coba lagi dapat notif terlalu banyak mencoba woi yang terkendala sistem broo,aplikasi dikit kendala mau verifikasi wajah baru proses kendala coba dapat notif terlalu banyak mencoba woi terkendala sistem broo,aplikasi dikit kendala mau verifikasi wajah baru proses kendala coba dapat notif terlalu banyak coba woi kendala sistem broo,negative
573,79415075-e175-4749-a2a1-de250a73cd12,"ini mau login, verifikasi wajah sangat sulit dan menyulitkan sekali. dari pagi sampai siang. dari paket data sampai wifi, tidak bisa berhasil. saya harus bagaimana",ini mau login verifikasi wajah sangat sulit dan menyulitkan sekali dari pagi sampai siang dari paket data sampai wifi tidak bisa berhasil saya harus bagaimana,ini mau login verifikasi wajah sangat sulit dan menyulitkan sekali dari pagi sampai siang dari paket data sampai wifi tidak bisa berhasil saya harus bagaimana,mau login verifikasi wajah sangat sulit menyulitkan sekali pagi siang paket data wifi bisa berhasil harus bagaimana,mau login verifikasi wajah sangat sulit sulit sekali pagi siang paket data wifi bisa hasil harus bagaimana,negative
574,2afe66a3-3abe-4863-a186-22b1d965da9e,"Pasang wonder karena di sarankan oleh M Banking, tapi selama pakai wonder lama di buka, bahkan tidak bisa terbuka sama sekali, sngat mengecewakan",pasang wonder karena di sarankan oleh m banking tapi selama pakai wonder lama di buka bahkan tidak bisa terbuka sama sekali sngat mengecewakan,pasang wonder karena di sarankan oleh m banking tapi selama pakai wonder lama di buka bahkan tidak bisa terbuka sama sekali sngat mengecewakan,pasang wonder sarankan m banking selama pakai wonder lama di buka bahkan bisa terbuka sama sekali sngat mengecewakan,pasang wonder saran m banking lama pakai wonder lama di buka bahkan bisa buka sama sekali sngat kecewa,negative
575,0573ae47-4863-4373-93b0-6d1645e95c76,kok sering error? udah berkali2 instal ulang biar ga error.. tetep aja masih error lagi. ga paham semoga habis ini bisa lebih baik lagi,kok sering error udah berkali instal ulang biar ga error tetep aja masih error lagi ga paham semoga habis ini bisa lebih baik lagi,kok sering error sudah berkali instal ulang biar tidak error tetep saja masih error lagi tidak paham semoga habis ini bisa lebih baik lagi,kok sering error berkali instal ulang biar error tetep masih error tidak paham semoga habis bisa lebih baik,kok sering error kali instal ulang biar error tetep masih error tidak paham moga habis bisa lebih baik,negative
576,b299af72-f157-4b5a-9e11-f6cb066741fc,"aplikasi bgus tp sering bug, udh gonta ganti hp ada aja bug nya yg ujung""nya force close jd hrs hapus data login ulang",aplikasi bgus tp sering bug udh gonta ganti hp ada aja bug nya yg ujungnya force close jd hrs hapus data login ulang,aplikasi bgus tapi sering bug udh gonta ganti hp ada saja bug nya yang ujungnya force close jadi harus hapus data login ulang,aplikasi bgus sering bug udh gonta ganti hp saja bug nya ujungnya force close jadi hapus data login ulang,aplikasi bgus sering bug udh gonta ganti hp saja bug nya ujung force close jadi hapus data login ulang,negative
